x0,x1,x2,x3,x4,x5,x6,x7,z,adverse_risk,label
-4,-2,-5,0,-5,2,0,-8,-1075,0,0
-4,-2,-5,0,2,2,0,-8,-1026,0,0
-4,-2,-6,-1,4,2,0,-8,-1070,0,0
-4,-2,-1,-1,-1,2,1,-8,-1009,0,0
-4,-2,-1,-1,-1,2,1,-8,-1009,0,0
-3,-2,-1,-1,-1,2,1,-8,-1005,0,0
-3,-2,-1,-1,-1,2,1,-8,-1005,0,0
-4,-2,-1,-1,-1,2,1,-8,-1009,0,0
-4,-2,-1,-1,-3,2,1,-8,-1023,0,0
-5,-2,-1,-1,-2,2,1,-8,-1020,0,0
-4,-2,-1,-1,-3,2,1,-8,-1023,0,0
-4,-2,-1,-1,-2,2,1,-8,-1016,0,0
-3,-2,-1,-1,-1,2,1,-8,-1005,0,0
-3,-2,-1,-1,0,1,1,-8,-884,0,0
-2,-2,-1,-1,-1,0,-1,-8,-825,0,0
-1,-2,-1,-1,-3,0,-1,-8,-835,0,0
-2,-2,-2,-1,-1,0,-1,-8,-839,0,0
-3,-2,-2,-1,-1,0,-1,-8,-843,0,0
-4,-2,-2,-1,-2,0,-1,-8,-854,0,0
-5,-2,-1,-1,-3,0,-1,-8,-851,0,0
-5,-2,-1,-1,-3,0,-1,-8,-851,0,0
-4,-2,-1,0,-2,0,-1,-8,-796,0,0
-5,-2,-1,-1,-3,0,-1,-8,-851,0,0
-5,-2,-1,-1,-1,-1,1,-8,-671,0,0
-4,-2,-1,-1,-1,-1,1,-8,-667,0,0
-4,-2,-1,0,-4,-1,1,-8,-644,0,0
-5,-2,-1,-1,-1,0,1,-8,-785,0,0
-4,-2,-1,-1,-4,0,1,-8,-802,0,0
-3,-2,-1,-1,-1,1,1,-8,-891,0,0
-4,-2,-1,-1,-2,1,1,-8,-902,0,0
-3,-2,-1,-1,-1,1,1,-8,-891,0,0
-4,-2,-1,-1,0,1,1,-8,-888,0,0
-4,-2,-1,-1,-1,1,1,-8,-895,0,0
-3,-2,-1,-1,-3,1,1,-8,-905,0,0
-2,-2,-1,-1,-2,1,1,-8,-894,0,0
-2,-2,-1,-1,-4,1,1,-8,-908,0,0
-1,-2,-1,0,-1,1,1,-8,-839,0,0
-2,-2,-1,-1,0,1,1,-8,-880,0,0
-3,-2,-1,-1,1,2,1,-8,-991,0,0
-4,-2,-1,0,-2,2,1,-8,-972,0,0
-5,-2,-1,-1,-1,2,1,-8,-1013,0,0
-5,-2,-1,-1,-3,2,1,-8,-1027,0,0
-5,-2,-1,-1,-2,1,-1,-8,-958,0,0
-5,-2,-1,0,-4,1,-1,-8,-928,0,0
-5,-2,0,-1,-3,1,-1,-8,-951,0,0
-4,-2,-1,-1,0,1,-1,-8,-940,0,0
-5,-2,-1,-1,-1,1,-1,-8,-951,0,0
-5,-2,0,-1,-3,1,-1,-8,-951,0,0
0,-2,0,-1,-3,-1,1,-8,-651,0,0
1,-2,-1,-1,0,-1,1,-8,-640,0,0
1,-2,-1,-1,-1,0,1,-8,-761,0,0
1,-2,-1,-1,-2,0,1,-8,-768,0,0
1,-2,-1,-1,1,0,1,-8,-747,0,0
2,-2,-1,-1,-3,1,1,-8,-885,0,0
1,-2,-1,-1,-2,1,1,-8,-882,0,0
0,-2,-1,-1,-4,0,1,-8,-786,0,0
-1,-2,-1,-1,-1,0,1,-8,-769,0,0
0,-2,-1,-1,-1,0,1,-8,-765,0,0
0,-2,-1,-1,-2,0,1,-8,-772,0,0
1,-2,-1,-1,-4,1,1,-8,-896,0,0
1,-2,-1,-1,-3,1,1,-8,-889,0,0
0,-2,-1,0,-2,1,1,-8,-842,0,0
-1,-2,-1,-1,-1,1,1,-8,-883,0,0
-2,-2,-1,-1,-2,1,1,-8,-894,0,0
-3,-2,-1,-1,-3,1,1,-8,-905,0,0
-2,-2,-1,-1,-3,1,1,-8,-901,0,0
-2,-2,-1,-1,-1,1,1,-8,-887,0,0
-3,-2,-1,-1,-2,1,1,-8,-898,0,0
-3,-2,-1,-1,-2,1,1,-8,-898,0,0
-4,-2,-1,-1,-2,1,1,-8,-902,0,0
-4,-2,-1,-1,-2,2,1,-8,-1016,0,0
-3,-2,-1,-1,-2,2,1,-8,-1012,0,0
-3,-2,-1,-1,-2,2,1,-8,-1012,0,0
-2,-2,-1,-1,0,1,1,-8,-880,0,0
-1,-2,-1,-1,-3,1,1,-8,-897,0,0
0,-2,-1,-1,0,1,1,-8,-872,0,0
-1,-2,-1,-1,-3,1,1,-8,-897,0,0
-1,-2,-1,-1,-2,1,1,-8,-890,0,0
-3,-2,-3,-1,-4,1,-1,-8,-992,0,0
-2,-2,-3,0,-1,1,-1,-8,-923,0,0
-2,-2,-3,-1,-2,1,-1,-8,-974,0,0
-3,-2,-3,-1,-2,1,-1,-8,-978,0,0
-3,-2,-3,-1,-4,0,-1,-8,-878,0,0
-4,-2,-3,-1,-1,0,-1,-8,-861,0,0
-3,-2,-3,-1,-3,0,-1,-8,-871,0,0
-4,-2,-3,-1,-4,0,-1,-8,-882,0,0
-3,-2,-3,-1,-4,0,-1,-8,-878,0,0
-3,-2,-3,0,0,0,-1,-8,-806,0,0
-2,-2,-3,-1,-4,-1,-1,-8,-760,0,0
-3,-2,-3,-1,0,-1,-1,-8,-736,0,0
-2,-2,-3,-1,-4,-1,-1,-8,-760,0,0
-1,-2,-2,-1,-4,-1,-1,-8,-742,0,0
0,-2,-2,0,-1,-1,-1,-8,-673,0,0
1,-2,-2,-1,-3,-1,-1,-8,-727,0,0
2,-2,-2,-1,-2,-1,-1,-8,-716,0,0
3,-2,-2,0,-1,0,-1,-8,-775,0,0
3,-2,-2,-1,-3,0,-1,-8,-833,0,0
2,-2,-2,-1,-2,0,-1,-8,-830,0,0
2,-2,-2,-1,-4,0,-1,-8,-844,0,0
3,-2,-2,-1,-1,1,-1,-8,-933,0,0
2,-2,-2,-1,-4,1,-1,-8,-958,0,0
3,-2,-2,-1,-3,1,-1,-8,-947,0,0
4,-2,-2,-1,-3,1,-1,-8,-943,0,0
3,-2,-2,-1,-3,2,-1,-8,-1061,0,0
3,-2,-2,-1,-4,2,-1,-8,-1068,0,0
2,-2,-2,0,-3,2,-1,-8,-1021,0,0
2,-2,-2,-1,-2,2,-1,-8,-1058,0,0
2,-2,-2,-1,-1,2,-1,-8,-1051,0,0
18,-2,-3,-1,0,2,0,-8,-968,0,0
20,-2,-3,-1,-1,2,0,-8,-967,0,0
19,-2,-3,-1,-2,2,0,-8,-978,0,0
19,-2,-3,-1,-2,2,0,-8,-978,0,0
21,-2,-3,-1,-1,2,0,-8,-963,0,0
23,-2,-3,-1,-2,2,0,-8,-962,0,0
24,-2,-3,-1,-1,2,0,-8,-951,0,0
26,-2,-3,-1,0,2,0,-8,-936,0,0
27,-2,-3,-1,-1,2,0,-8,-939,0,0
26,-2,-3,-1,-1,2,0,-8,-943,0,0
25,-2,-3,-1,-1,2,0,-8,-947,0,0
23,-2,-3,-1,-1,2,0,-8,-955,0,0
23,-2,-3,-1,-1,2,0,-8,-955,0,0
23,-2,-3,-1,-1,2,0,-8,-955,0,0
21,-2,-3,-1,-1,2,0,-8,-963,0,0
22,-2,-3,-1,-2,2,0,-8,-966,0,0
22,-2,-3,-1,-2,2,0,-8,-966,0,0
20,-2,-3,-1,-1,2,0,-8,-967,0,0
20,-2,-3,-1,-1,2,0,-8,-967,0,0
22,-2,-3,-1,-2,2,0,-8,-966,0,0
23,-2,-3,0,-2,2,0,-8,-918,0,0
8,-2,-6,1,-4,-3,1,-8,-394,1,1
7,-2,-5,1,-16,-3,1,-8,-468,0,0
7,-3,-4,1,2,-2,1,-8,-362,1,0
6,-2,-3,1,-2,-3,1,-8,-346,1,0
7,-3,-3,0,-12,-3,-1,-8,-428,1,0
6,-2,-1,1,-8,-3,-1,-8,-412,1,0
6,-2,-2,0,12,-2,-1,-8,-444,1,0
5,-3,-2,1,7,-2,-1,-8,-359,1,0
5,-2,0,-1,-21,-2,-1,-8,-695,0,0
5,-2,0,0,8,-2,-1,-8,-448,1,0
4,-2,-1,-1,-2,-2,-1,-8,-580,0,0
3,-2,1,2,-6,-2,-1,-8,-452,1,0
2,-2,1,0,-10,-1,-1,-8,-686,0,0
1,-2,3,1,-12,-1,-1,-8,-632,0,0
1,-2,3,-2,-10,-2,1,-8,-584,0,0
0,-2,3,-2,-12,-1,1,-8,-716,0,0
0,-2,3,-1,-7,-1,-1,-8,-689,0,0
0,-3,4,0,-8,-2,-1,-8,-444,1,0
1,-3,3,-1,-3,-2,-1,-8,-463,0,0
0,-3,2,-1,11,-2,-1,-8,-383,1,0
1,-2,3,0,-16,-2,-1,-8,-590,0,0
0,-2,2,0,20,-2,-1,-8,-356,1,0
0,-2,3,0,-7,-1,-1,-8,-645,0,0
-1,-2,3,-2,-13,-2,-1,-8,-665,0,0
-2,-2,5,0,-20,-2,-1,-8,-602,0,0
-2,-2,4,-1,-1,-2,1,-8,-475,0,0
-3,-2,2,-3,12,-2,1,-8,-504,0,0
-3,-2,0,-3,5,-2,1,-8,-581,0,0
-4,-2,-1,-3,6,-2,-1,-8,-644,0,0
-3,-2,-2,-1,3,-1,-1,-8,-701,0,0
-3,-3,-2,-1,-8,-1,-1,-8,-698,0,0
-4,-2,-2,-1,-3,-1,-1,-8,-747,0,0
-4,-2,-2,0,11,-1,-1,-8,-605,0,0
-5,-3,-2,-2,-4,-1,-1,-8,-722,0,0
-5,-2,-2,0,-1,-1,-1,-8,-693,0,0
-5,-2,-3,-1,10,-1,-1,-8,-674,0,0
-5,-2,-3,0,4,0,-1,-8,-786,0,0
-5,-3,-1,2,-4,-1,1,-8,-480,0,0
-4,-2,-1,0,1,0,1,-8,-723,0,0
-3,-2,-1,0,3,0,1,-8,-705,0,0
-2,-3,-1,-1,-6,0,1,-8,-728,0,0
-2,-2,-1,-2,-10,0,1,-8,-880,0,0
-1,-2,1,2,-10,1,1,-8,-786,0,0
-1,-2,-1,-3,6,1,1,-8,-922,0,0
0,-2,-2,-1,13,1,1,-8,-795,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,76,127,-2,2,0,-8,5668,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,-2,-128,-2,2,0,-8,-6644,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-3,0,-2,2,0,-8,-1026,0,0
-4,-2,-3,-1,2,2,0,-8,-1042,0,0
-4,-2,-3,-1,-2,2,0,-8,-1070,0,0
-4,-2,-3,0,-3,2,0,-8,-1033,0,0
-4,-2,-3,-1,-1,2,0,-8,-1063,0,0
-4,-2,-3,0,-2,2,0,-8,-1026,0,0
-4,-2,-1,1,-11,2,0,-8,-1017,0,0
-4,-2,-1,0,-4,2,0,-8,-1012,0,0
-4,-2,0,1,-2,2,0,-8,-940,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,0,2,0,-8,-1014,0,0
-4,-2,0,-1,-3,2,0,-8,-1035,0,0
-4,-2,0,0,-2,2,0,-8,-984,0,0
-4,-2,1,0,-5,2,0,-8,-991,0,0
-4,-3,1,0,-4,2,0,-8,-904,0,0
-4,-2,1,0,-2,2,0,-8,-970,0,0
-4,-2,1,-1,5,2,0,-8,-965,0,0
-4,-2,0,-1,6,2,0,-8,-972,0,0
-4,-2,-1,-2,-1,2,0,-8,-1079,0,0
-4,-2,0,0,-7,2,0,-8,-1019,0,0
-3,-2,-3,-1,-2,1,-1,-8,-978,0,0
-2,-2,-3,-1,-3,1,-1,-8,-981,0,0
-1,-2,-3,-1,-2,1,-1,-8,-970,0,0
-1,-2,-2,0,-2,1,-1,-8,-912,0,0
0,-2,-2,-1,0,1,-1,-8,-938,0,0
-1,-2,-3,-1,-1,1,-1,-8,-963,0,0
0,-2,-3,-1,-1,1,-1,-8,-959,0,0
0,-2,-3,-1,-2,1,-1,-8,-966,0,0
-1,-2,-3,-1,1,1,-1,-8,-949,0,0
-2,-2,-3,-1,0,1,-1,-8,-960,0,0
-1,-2,-3,-1,-1,2,-1,-8,-1077,0,0
-2,-2,-3,-1,-2,2,-1,-8,-1088,0,0
-3,-2,-3,-1,-3,2,-1,-8,-1099,0,0
-2,-2,-3,-1,-3,2,-1,-8,-1095,0,0
-3,-2,-3,-1,-4,2,-1,-8,-1106,0,0
-3,-2,-3,-1,-1,2,-1,-8,-1085,0,0
-3,-2,-3,-1,-2,2,-1,-8,-1092,0,0
-4,-2,-3,-1,1,2,-1,-8,-1075,0,0
-3,-2,-3,-1,-3,2,-1,-8,-1099,0,0
-4,-2,-3,0,-1,2,-1,-8,-1045,0,0
-3,-2,-3,-1,-4,2,-1,-8,-1106,0,0
-4,-2,-3,-1,-3,2,-1,-8,-1103,0,0
-4,-2,-3,0,-2,2,-1,-8,-1052,0,0
-5,-2,-3,-1,0,2,-1,-8,-1086,0,0
-4,-2,-3,-1,-1,2,-1,-8,-1089,0,0
-3,-2,-3,0,-1,2,-1,-8,-1041,0,0
-3,-2,-3,-1,-1,2,-1,-8,-1085,0,0
-3,-2,-3,-1,-2,2,-1,-8,-1092,0,0
-3,-2,-3,-1,-1,2,-1,-8,-1085,0,0
-4,-2,-3,-1,-3,2,-1,-8,-1103,0,0
-5,-2,-3,0,-1,2,-1,-8,-1049,0,0
-4,-2,-3,-1,-2,2,-1,-8,-1096,0,0
-4,-2,-3,0,-2,2,-1,-8,-1052,0,0
-5,-2,-2,-1,-3,2,-1,-8,-1093,0,0
-4,-2,-2,-1,-3,2,-1,-8,-1089,0,0
-4,-2,-3,-1,-1,2,-1,-8,-1089,0,0
-4,-2,-2,-1,-3,2,-1,-8,-1089,0,0
-5,-2,-2,-1,-2,2,-1,-8,-1086,0,0
-5,-2,-2,-1,-3,2,-1,-8,-1093,0,0
-4,-2,-2,0,0,2,-1,-8,-1024,0,0
-5,-2,-2,-1,-1,2,-1,-8,-1079,0,0
-4,-2,-2,-1,-4,2,-1,-8,-1096,0,0
-4,-2,-2,-1,-3,2,-1,-8,-1089,0,0
-5,-2,-2,-1,-1,1,-1,-8,-965,0,0
-5,-2,-2,-1,-1,1,-1,-8,-965,0,0
-2,-2,-3,-1,-2,2,1,-8,-1036,0,0
-2,-2,-2,-1,-3,2,1,-8,-1029,0,0
-2,-2,-3,-1,-1,2,1,-8,-1029,0,0
-3,-2,-3,-1,1,2,1,-8,-1019,0,0
-4,-2,-3,-1,-3,2,1,-8,-1051,0,0
-5,-2,-3,-1,0,2,1,-8,-1034,0,0
-4,-2,-3,-1,-3,2,1,-8,-1051,0,0
-5,-2,-3,-1,-1,2,1,-8,-1041,0,0
-5,-2,-3,-1,-1,2,1,-8,-1041,0,0
-4,-2,-3,0,-1,2,1,-8,-993,0,0
-4,-2,-3,-1,-4,2,1,-8,-1058,0,0
-5,-2,-3,-1,-1,2,1,-8,-1041,0,0
-5,-2,-3,-1,-4,2,1,-8,-1062,0,0
-5,-2,-3,-1,-3,2,1,-8,-1055,0,0
-5,-2,-3,-1,-1,2,1,-8,-1041,0,0
-4,-2,-3,0,-3,2,1,-8,-1007,0,0
-4,-2,-3,-1,-1,2,1,-8,-1037,0,0
-3,-2,-3,-1,-3,2,1,-8,-1047,0,0
-3,-2,-3,-1,-2,2,1,-8,-1040,0,0
-2,-2,-3,0,-3,2,1,-8,-999,0,0
-3,-2,-3,-1,-3,2,1,-8,-1047,0,0
-4,-2,-3,-1,-2,2,1,-8,-1044,0,0
-3,-2,-3,-1,-2,2,1,-8,-1040,0,0
-2,-2,-3,-1,-4,2,1,-8,-1050,0,0
-3,-2,-3,-1,-1,2,1,-8,-1033,0,0
-3,-2,-3,-1,0,1,-1,-8,-964,0,0
-2,-2,-3,-1,-3,1,-1,-8,-981,0,0
-1,-2,-3,-1,-1,1,-1,-8,-963,0,0
0,-2,-3,-1,-1,1,-1,-8,-959,0,0
0,-2,-4,-1,-3,1,-1,-8,-987,0,0
0,-2,-2,-1,-5,1,-1,-8,-973,0,0
0,-2,-2,0,-4,1,-1,-8,-922,0,0
0,-2,-2,-1,-1,1,-1,-8,-945,0,0
0,-2,-2,-1,-4,0,1,-8,-800,0,0
0,-2,-2,-1,-3,0,1,-8,-793,0,0
-1,-2,-2,-1,-4,0,1,-8,-804,0,0
0,-2,-2,-1,-2,0,1,-8,-786,0,0
-1,-2,-2,0,-2,0,1,-8,-746,0,0
0,-2,-1,-1,-3,0,1,-8,-779,0,0
-1,-2,-1,0,-2,-1,-1,-8,-670,0,0
-2,-2,-1,-1,-3,0,-1,-8,-839,0,0
-2,-2,-1,-1,-2,0,-1,-8,-832,0,0
-2,-2,-1,-1,-2,0,-1,-8,-832,0,0
-2,-2,-1,0,-2,0,-1,-8,-788,0,0
-1,-2,-1,-1,-2,0,-1,-8,-828,0,0
-1,-2,-1,-1,-2,0,-1,-8,-828,0,0
-1,-2,-1,-1,-3,0,-1,-8,-835,0,0
-1,-2,-1,-1,-2,1,-1,-8,-942,0,0
-2,-2,-1,0,-3,1,-1,-8,-909,0,0
-2,-2,-1,-1,-1,1,-1,-8,-939,0,0
-2,-2,-1,-1,-4,1,-1,-8,-960,0,0
-2,-2,-1,-1,-3,1,-1,-8,-953,0,0
-2,-2,0,-1,-3,1,-1,-8,-939,0,0
-3,-2,0,0,-3,1,-1,-8,-899,0,0
-4,-2,0,0,-3,1,-1,-8,-903,0,0
-4,-2,0,-1,-2,1,-1,-8,-940,0,0
-5,-2,0,-1,-2,1,-1,-8,-944,0,0
-5,-2,0,0,-4,1,-1,-8,-914,0,0
-5,-2,0,-1,-1,1,-1,-8,-937,0,0
-4,-2,0,-1,-1,1,-1,-8,-933,0,0
5,-2,-2,-1,0,2,0,-8,-1006,0,0
6,-2,-2,-1,-1,2,0,-8,-1009,0,0
4,-2,-2,-1,-2,2,0,-8,-1024,0,0
4,-2,-2,-1,-1,2,0,-8,-1017,0,0
5,-2,-2,-1,-2,2,0,-8,-1020,0,0
5,-2,-2,-1,-2,2,0,-8,-1020,0,0
7,-2,-2,-1,-2,2,0,-8,-1012,0,0
7,-2,-2,-1,-1,2,0,-8,-1005,0,0
8,-2,-2,-1,-2,2,0,-8,-1008,0,0
10,-2,-2,0,-2,2,0,-8,-956,0,0
9,-2,-2,-1,-2,2,0,-8,-1004,0,0
10,-2,-2,-1,-3,2,0,-8,-1007,0,0
9,-2,-2,-1,-1,2,0,-8,-997,0,0
7,-2,-2,-1,-1,2,0,-8,-1005,0,0
6,-2,-2,-1,-3,2,0,-8,-1023,0,0
4,-2,-2,-1,-3,2,0,-8,-1031,0,1
5,-2,-2,-1,-2,2,0,-8,-1020,0,1
4,-2,-2,-1,-2,2,0,-8,-1024,0,1
6,-2,-2,-1,-1,2,0,-8,-1009,0,1
4,-2,-2,-1,-1,2,0,-8,-1017,0,1
6,-2,-2,-1,-1,2,0,-8,-1009,0,0
2,-2,0,0,6,0,-1,-8,-702,0,0
2,-2,-1,-1,12,0,-1,-8,-718,0,0
2,-2,-1,-1,-1,0,-1,-8,-809,0,0
3,-2,-1,-2,-21,1,-1,-7,-1155,0,0
3,-2,-1,0,2,1,-1,-7,-906,0,0
2,-3,-1,-1,-1,0,1,-8,-677,0,0
1,-2,-3,-3,10,0,1,-8,-800,0,0
1,-2,-3,-1,0,0,1,-8,-782,0,0
2,-3,-3,-1,-3,0,1,-8,-719,0,0
2,-2,-2,1,-11,0,1,-8,-753,0,0
1,-2,-2,1,12,0,1,-8,-596,0,0
1,-2,0,2,-13,0,1,-8,-699,0,0
2,-2,0,0,-1,0,1,-8,-699,0,0
1,-3,-1,-1,16,0,1,-8,-562,0,0
0,-2,0,1,-4,0,1,-8,-684,0,0
0,-2,1,1,-8,-1,1,-8,-584,0,0
1,-3,1,0,-6,-2,-1,-8,-468,0,0
1,-2,1,1,13,-1,-1,-8,-485,0,0
0,-2,1,-1,-1,-1,-1,-8,-675,0,0
-1,-2,0,-4,-5,-1,-1,-8,-853,0,0
-2,-2,0,-2,-4,-1,-1,-8,-762,0,0
-1,-2,1,0,-14,-1,-1,-8,-726,0,0
-2,-2,0,-2,-2,-1,-1,-8,-748,0,0
-1,-3,0,-1,-5,-1,-1,-8,-641,0,0
-1,-2,0,-1,-1,0,-1,-8,-807,0,0
-2,-2,0,-2,-11,-1,-1,-8,-811,0,0
-1,-3,0,0,4,-1,-1,-8,-534,0,0
0,-2,1,-1,-19,-1,-1,-8,-801,0,0
-1,-2,2,1,-8,0,-1,-7,-792,0,0
-1,-2,2,-1,1,0,-1,-8,-765,0,0
0,-2,2,-1,-13,1,-1,-8,-973,0,0
1,-2,2,-1,-2,1,-1,-8,-892,0,0
1,-2,2,0,-2,1,-1,-8,-848,0,0
2,-2,2,-1,3,1,-1,-8,-853,0,0
2,-2,1,-2,-2,1,-1,-8,-946,0,0
3,-2,0,-2,-3,1,-1,-8,-963,0,0
3,-2,1,0,-5,0,1,-8,-709,0,0
2,-2,0,-1,16,0,1,-8,-624,0,0
3,-2,-1,-1,7,0,1,-8,-697,0,0
3,-2,-2,-4,-7,0,1,-8,-941,0,0
2,-2,-2,-1,-8,-1,1,-8,-706,0,0
1,-2,-2,-1,-11,-1,1,-8,-731,0,0
1,-2,-1,0,-7,-1,1,-8,-645,0,0
2,-2,-1,0,-2,-1,1,-8,-606,0,0
3,-2,0,-1,-20,-1,1,-8,-758,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,76,127,-2,2,0,-8,5668,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,76,-1,-2,2,0,-8,36,1,0
-4,-2,-2,-128,-2,2,0,-8,-6644,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,-2,-1,-2,2,0,-8,-1056,0,0
-4,-2,0,-1,-6,2,0,-8,-1056,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,1,3,2,0,-8,-905,0,0
-4,-2,0,-1,-1,2,0,-8,-1021,0,0
-4,-3,0,-1,1,2,0,-8,-927,0,0
-4,-2,-1,0,8,2,0,-8,-928,0,0
-4,-2,-1,-1,5,2,0,-8,-993,0,0
-4,-2,0,0,-11,2,0,-8,-1047,0,0
-4,-2,0,0,-3,2,0,-8,-991,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,0,-1,-2,2,0,-8,-1028,0,0
-4,-2,1,0,-4,2,0,-8,-984,0,0
-4,-2,0,-1,0,2,0,-8,-1014,0,0
